f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,fault,hotel
20.4,18.3,30.4,33.9,488.46,14.6,42.9,377.8,875.3,2.1,62.0,28.6,40.2,81.0,19149.0,384.0,48.3,0.0,1
11.9,10.0,32.7,34.8,333.66,12.8,42.1,297.8,761.6,273.1,50.0,40.2,43.8,54.0,27484.0,379.0,31.2,0.0,3
13.3,11.8,21.8,23.5,263.42,14.1,32.3,333.5,577.6,4.5,67.0,20.0,22.8,24.0,17347.0,402.0,13.3,0.0,3
17.9,16.5,28.3,30.0,0.0,13.9,39.0,370.7,736.8,3.6,58.0,20.0,27.4,44.0,18144.0,384.0,25.5,0.0,1
11.9,9.4,31.3,34.3,316.92,12.1,53.6,269.7,951.6,0.0,52.0,34.7,100.0,159.0,24399.0,382.0,97.2,0.0,2
26.3,28.2,25.5,25.8,0.0,33.9,34.6,589.2,566.6,7.0,69.0,0.0,0.0,0.0,0.0,397.0,0.0,0.0,1
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,3
19.6,18.1,29.6,32.1,348.9,15.6,40.5,395.8,803.1,2.3,54.0,24.4,31.7,56.0,18413.0,382.0,32.6,0.0,1
12.8,10.9,22.2,23.7,333.66,12.0,31.8,311.2,583.6,4.1,57.0,23.5,42.2,43.0,19299.0,408.0,25.0,0.0,3
11.9,8.2,31.5,34.5,469.04,11.4,50.1,263.5,850.8,0.0,53.0,39.3,100.0,159.0,24428.0,384.0,97.5,0.0,2
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
11.1,8.0,31.7,34.2,392.98,11.9,44.6,267.6,761.8,0.0,45.0,35.4,54.2,108.0,21986.0,390.0,65.1,0.0,2
11.9,11.3,13.9,14.6,105.37,20.0,20.1,343.2,369.8,7.1,61.0,0.0,0.0,0.0,0.0,422.0,0.0,0.0,0
13.6,12.1,30.7,32.3,0.0,15.8,42.1,328.7,770.6,273.1,49.0,38.1,33.8,41.0,25543.0,379.0,23.4,0.0,3
11.6,8.3,26.6,29.3,418.33,11.4,37.6,267.6,641.1,0.0,52.0,41.2,46.7,76.0,19814.0,396.0,44.4,0.0,2
10.8,8.1,19.7,21.2,342.27,11.3,28.0,274.8,473.1,0.0,52.0,33.3,26.6,31.0,16014.0,403.0,15.8,0.0,2
25.3,25.4,28.6,28.9,0.0,30.1,30.6,586.3,620.9,3.1,69.0,0.0,0.0,0.0,0.0,418.0,0.0,0.0,1
19.9,18.2,32.4,34.8,179.92,14.5,38.8,380.0,772.9,2.1,55.0,32.2,37.5,68.0,17800.0,360.0,37.2,0.0,1
11.7,8.0,31.5,33.3,0.0,7.6,42.6,282.5,669.5,0.0,49.0,38.2,58.2,111.0,22279.0,390.0,69.1,0.0,3
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,3
19.1,17.9,25.5,26.9,279.12,16.0,32.6,403.7,604.7,3.1,70.0,20.0,18.1,19.0,14568.0,389.0,11.5,0.0,1
19.9,19.4,29.3,29.6,0.0,32.0,33.8,482.5,641.1,11.5,59.0,0.0,0.0,0.0,0.0,389.0,0.0,0.0,1
12.4,11.1,28.0,30.0,228.3,23.3,37.6,336.0,641.6,24.8,59.0,0.0,0.0,0.0,0.0,414.0,0.0,0.0,3
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
11.7,8.0,31.9,33.8,0.0,7.6,44.9,280.9,706.7,0.0,52.0,37.0,61.9,129.0,23095.0,379.0,78.4,0.0,2
11.9,9.0,31.3,34.4,367.62,11.6,51.5,265.3,906.3,0.0,55.0,37.5,100.0,158.0,24544.0,393.0,99.8,0.0,2
15.1,11.1,33.8,38.0,702.45,12.6,48.9,306.2,956.4,6.1,65.0,28.5,66.9,104.0,24320.0,404.0,66.3,0.0,0
12.8,11.1,21.8,23.3,298.54,30.9,31.1,341.3,501.0,18.3,63.0,0.0,0.0,0.0,0.0,406.0,0.0,0.0,3
17.4,16.9,28.3,28.6,0.0,30.9,33.0,438.6,622.3,13.5,67.0,0.0,0.0,0.0,0.0,385.0,0.0,0.0,1
19.4,17.9,32.0,34.4,348.9,16.1,42.3,397.5,831.4,3.0,64.0,20.0,25.8,49.0,18475.0,377.0,28.6,0.0,1
12.1,7.9,29.5,32.8,532.42,11.6,42.1,261.8,713.8,0.0,50.0,38.8,50.9,93.0,21251.0,398.0,56.5,0.0,3
20.1,17.4,29.9,31.7,628.02,14.0,39.6,370.7,747.1,3.8,70.0,20.0,24.0,40.0,17966.0,383.0,23.2,0.0,1
19.8,18.1,27.9,29.6,395.42,15.1,36.6,387.1,718.2,2.0,53.0,25.9,29.2,45.0,16633.0,371.0,25.5,0.0,1
13.1,11.5,20.7,22.0,280.98,13.0,35.9,325.7,593.5,7.5,65.0,20.0,100.0,45.0,21786.0,412.0,26.4,0.0,3
11.9,8.2,25.0,28.1,469.04,10.4,38.5,253.9,617.3,0.0,49.0,52.2,75.0,110.0,21945.0,384.0,66.1,0.0,2
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,3
11.8,8.8,32.4,35.7,380.3,11.1,49.1,256.7,822.8,0.0,51.0,38.2,100.0,160.0,24456.0,381.0,97.0,0.0,2
14.3,13.1,27.3,28.9,210.74,16.6,36.6,344.0,648.7,273.1,47.0,32.2,29.3,25.0,22348.0,379.0,14.6,0.0,3
12.4,8.1,26.6,30.5,545.1,10.9,42.4,253.1,693.4,0.0,49.0,46.2,66.3,115.0,22443.0,391.0,70.8,0.0,3
12.9,11.3,23.0,24.8,280.98,32.5,32.8,346.8,521.8,19.5,62.0,0.0,0.0,0.0,0.0,417.0,0.0,0.0,0
13.9,10.6,26.9,29.9,579.52,12.4,37.8,309.3,698.4,4.6,61.0,20.0,42.5,52.0,20594.0,400.0,30.2,0.0,0
11.4,8.1,26.9,30.1,418.33,11.3,38.6,265.3,644.2,0.0,50.0,46.2,50.8,83.0,20270.0,392.0,48.2,0.0,2
19.1,17.7,33.1,35.5,325.64,15.8,43.1,394.1,849.7,3.2,67.0,20.0,27.2,53.0,18893.0,378.0,31.1,0.0,1
20.3,20.0,26.2,27.2,69.78,18.6,34.1,413.0,678.6,1.2,70.0,50.7,24.9,33.0,14833.0,379.0,19.1,0.0,1
11.7,7.9,28.3,31.8,481.71,11.1,41.4,258.7,696.7,0.0,48.0,42.8,54.4,95.0,21359.0,400.0,58.2,0.0,2
12.9,10.8,30.0,31.6,368.79,13.1,42.1,316.8,773.5,5.9,61.0,20.0,41.0,56.0,21700.0,401.0,32.3,0.0,3
21.6,21.4,24.9,25.3,0.0,35.0,35.5,510.2,553.1,11.9,72.0,0.0,0.0,0.0,0.0,422.0,0.0,0.0,1
21.0,20.7,30.8,31.1,0.0,35.1,35.9,498.5,641.7,12.9,70.0,0.0,0.0,0.0,0.0,394.0,0.0,0.0,1
17.8,17.3,26.6,26.9,52.92,32.4,33.4,444.2,586.8,13.5,70.0,0.0,0.0,0.0,0.0,386.0,0.0,0.0,1
11.4,8.0,29.3,32.1,431.01,11.0,41.4,258.9,689.6,0.0,49.0,39.4,64.2,110.0,21973.0,388.0,66.6,0.0,3
12.2,8.1,26.4,30.2,519.74,11.1,40.6,257.5,664.4,0.0,50.0,44.8,62.3,106.0,21678.0,383.0,62.6,0.0,3
11.9,9.2,32.5,35.6,342.27,11.8,51.8,264.8,909.4,0.0,50.0,36.6,64.5,159.0,24458.0,386.0,97.5,0.0,3
16.2,15.8,15.9,16.3,0.0,20.9,21.4,415.4,395.9,3.1,63.0,0.0,0.0,0.0,0.0,427.0,0.0,0.0,1
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,3
20.5,18.1,25.5,28.6,558.24,14.5,36.1,379.9,699.4,2.6,63.0,40.0,37.6,54.0,16952.0,386.0,31.9,0.0,1
13.3,11.2,25.3,26.8,368.79,32.8,33.1,346.3,571.7,19.9,58.0,0.0,0.0,0.0,0.0,414.0,0.0,0.0,3
11.5,8.5,32.1,35.5,380.3,10.9,48.3,253.2,801.4,0.0,46.0,38.1,100.0,158.0,24437.0,378.0,95.3,0.0,2
11.3,7.9,31.7,33.2,0.0,8.1,40.4,287.4,644.7,0.0,52.0,35.4,50.7,91.0,21180.0,396.0,57.5,0.0,2
12.9,11.1,28.7,30.5,316.1,12.8,40.0,314.0,765.3,4.2,63.0,21.8,42.6,57.0,20934.0,405.0,33.8,0.0,0
13.4,13.1,28.7,29.4,52.68,30.9,31.3,375.3,592.2,273.1,60.0,0.0,0.0,0.0,0.0,386.0,0.0,0.0,3
12.7,11.1,23.1,24.5,280.98,12.4,31.6,315.4,594.0,3.4,57.0,24.0,37.5,38.0,17800.0,412.0,22.3,0.0,0
18.4,16.9,29.4,30.8,158.75,14.4,36.6,378.8,688.3,3.3,55.0,20.0,25.7,38.0,17170.0,370.0,21.2,0.0,1
20.6,18.1,29.5,32.0,0.0,14.3,40.1,377.1,815.3,1.8,56.0,25.0,36.0,66.0,18210.0,382.0,39.2,0.0,1
19.5,19.3,25.0,25.3,46.52,31.6,33.0,472.2,553.6,11.4,71.0,0.0,0.0,0.0,0.0,377.0,0.0,0.0,1
20.7,17.5,29.5,31.4,744.32,13.3,41.1,360.9,776.0,4.2,70.0,20.0,26.0,47.0,18761.0,377.0,26.8,0.0,1
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
14.6,12.0,28.2,30.2,456.59,12.3,45.8,312.9,860.5,6.7,52.0,33.9,70.7,99.0,23518.0,400.0,61.3,0.0,0
20.5,18.1,24.5,27.5,558.24,14.8,35.3,384.3,683.4,2.2,68.0,40.0,36.7,51.0,16622.0,384.0,29.9,0.0,1
13.1,11.2,30.4,32.5,333.66,12.6,46.8,311.7,809.4,9.1,55.0,25.4,100.0,87.0,25737.0,405.0,53.6,0.0,0
21.4,18.0,29.3,31.3,790.84,14.0,40.0,372.0,772.8,3.1,58.0,20.0,25.2,45.0,17899.0,376.0,25.5,0.0,1
11.7,7.8,31.7,33.5,0.0,7.8,44.1,283.6,697.3,0.0,53.0,36.3,59.3,121.0,22714.0,386.0,74.6,0.0,2
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,3
11.0,8.3,32.8,34.9,342.27,12.8,44.4,278.4,762.5,0.0,53.0,31.3,45.3,93.0,21114.0,386.0,54.8,0.0,2
15.2,11.3,28.9,33.2,684.89,11.8,42.3,302.2,791.6,5.7,66.0,40.0,67.0,89.0,22965.0,394.0,54.2,0.0,0
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
12.2,8.1,26.9,30.9,519.74,11.0,41.5,256.5,677.4,0.0,49.0,43.3,63.2,108.0,21921.0,387.0,65.0,0.0,3
12.8,11.5,19.9,21.2,228.3,12.6,34.6,322.3,572.1,7.1,59.0,20.0,100.0,43.0,21361.0,404.0,24.9,0.0,0
11.6,7.9,29.9,33.2,469.04,11.8,53.8,258.7,948.5,0.0,50.0,33.8,58.3,155.0,24379.0,384.0,94.1,0.0,2
20.6,17.3,29.5,31.4,767.58,12.4,41.3,348.3,768.8,4.6,70.0,20.0,26.5,49.0,19080.0,372.0,27.8,0.0,1
11.7,8.0,30.9,32.7,0.0,7.8,43.0,282.8,675.8,0.0,51.0,38.1,59.0,117.0,22412.0,382.0,71.0,0.0,3
13.1,11.5,21.3,22.5,280.98,13.1,37.0,325.9,611.0,7.7,66.0,20.0,100.0,47.0,22165.0,413.0,27.8,0.0,0
23.1,24.5,30.6,30.9,0.0,37.9,38.5,546.0,669.8,12.8,58.0,0.0,0.0,0.0,0.0,401.0,0.0,0.0,1
12.2,7.9,26.3,30.2,545.1,11.0,41.4,256.4,672.3,0.0,50.0,46.1,62.4,106.0,21845.0,390.0,64.5,0.0,3
20.6,18.1,23.6,26.8,581.5,14.1,33.8,373.8,639.7,2.8,62.0,40.0,42.9,56.0,16877.0,373.0,32.3,0.0,1
15.0,10.8,33.9,38.2,737.57,12.6,47.6,309.6,921.0,5.9,55.0,28.7,62.0,96.0,23604.0,397.0,59.5,0.0,0
11.6,8.6,32.0,35.0,380.3,11.1,50.5,253.5,858.8,0.0,46.0,37.8,100.0,162.0,24555.0,385.0,97.3,0.0,2
18.7,16.9,28.0,30.0,0.0,14.3,38.8,376.8,737.4,3.3,57.0,20.0,28.0,44.0,18137.0,389.0,26.3,0.0,1
13.3,12.6,8.9,9.5,122.93,13.6,18.1,358.2,307.7,6.5,43.0,0.0,0.0,0.0,0.0,427.0,0.0,0.0,0
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
27.6,27.6,31.2,31.9,0.0,37.1,37.5,641.9,679.3,8.0,58.0,0.0,0.0,0.0,0.0,424.0,0.0,0.0,0
12.0,9.2,32.2,35.2,354.95,12.0,52.6,268.3,930.8,0.0,48.0,42.3,100.0,159.0,24408.0,384.0,97.0,0.0,3
10.5,8.3,22.5,24.4,278.89,11.8,38.0,271.8,649.4,0.0,54.0,37.2,40.0,70.0,19455.0,386.0,39.1,0.0,3
19.4,17.8,26.0,27.9,0.0,15.3,36.1,392.8,679.6,3.1,56.0,22.0,25.4,35.0,16793.0,383.0,20.4,0.0,1
24.6,21.1,24.7,28.1,814.1,17.6,38.3,428.8,773.3,1.6,67.0,40.0,44.4,69.0,17527.0,379.0,41.2,0.0,1
15.2,11.1,30.0,34.1,720.01,12.5,43.8,306.9,829.7,5.6,56.0,29.2,59.8,84.0,22661.0,398.0,52.1,0.0,0
14.5,11.3,32.5,36.4,561.96,12.5,45.5,306.3,873.1,5.5,54.0,24.5,58.6,87.0,22897.0,394.0,52.3,0.0,0
11.3,8.1,32.2,34.6,405.65,12.1,46.9,267.2,806.2,0.0,50.0,36.8,53.7,113.0,22506.0,399.0,70.7,0.0,2
13.6,11.0,32.4,34.8,456.59,34.0,34.6,345.1,715.0,21.4,53.0,0.0,0.0,0.0,0.0,416.0,0.0,0.0,0
11.7,8.0,31.9,33.8,0.0,7.6,44.9,280.9,706.7,0.0,52.0,37.0,61.9,129.0,23095.0,379.0,78.4,0.0,2
12.0,8.6,32.4,35.3,431.01,11.8,51.1,266.1,895.1,0.0,53.0,35.2,100.0,160.0,24371.0,383.0,97.6,0.0,2
10.9,8.0,20.8,22.6,367.62,11.6,29.6,271.3,503.1,0.0,57.0,30.5,33.2,41.0,16567.0,404.0,21.8,0.0,3
11.7,8.0,31.9,33.8,0.0,7.6,44.9,280.9,706.7,0.0,52.0,37.0,61.9,129.0,23095.0,379.0,78.4,0.0,3
19.7,18.0,27.5,29.2,395.42,15.8,35.1,399.4,663.1,2.9,57.0,20.9,24.1,31.0,16225.0,389.0,18.1,0.0,3
15.3,11.1,29.9,34.1,737.57,12.1,47.8,300.0,928.4,6.1,54.0,25.7,65.1,103.0,24062.0,393.0,63.2,0.0,0
20.0,18.1,29.4,32.6,441.94,15.1,41.6,387.8,854.6,1.7,55.0,27.4,35.0,70.0,18366.0,372.0,39.9,0.0,1
13.2,11.1,29.1,31.0,368.79,33.5,34.0,350.8,643.2,20.4,58.0,0.0,0.0,0.0,0.0,409.0,0.0,0.0,0
12.0,8.5,30.2,33.6,443.68,12.4,56.1,264.5,1018.3,0.0,50.0,42.8,100.0,160.0,24666.0,394.0,100.0,0.0,2
15.1,10.9,29.5,33.9,737.57,12.0,50.1,297.2,977.2,6.6,58.0,26.5,66.8,109.0,24580.0,396.0,67.5,0.0,0
19.5,18.0,31.1,32.8,158.75,15.4,37.4,391.5,737.8,2.0,60.0,20.9,27.5,43.0,16677.0,382.0,25.1,0.0,1
15.5,11.1,34.7,39.1,772.7,13.5,54.0,316.7,997.4,9.6,58.0,20.0,100.0,107.0,27045.0,390.0,65.9,0.0,0
14.8,11.3,33.2,37.4,614.65,12.3,47.0,300.8,908.2,5.8,57.0,28.6,65.4,99.0,23796.0,401.0,61.5,0.0,0
20.0,18.2,25.3,27.3,418.68,15.9,32.8,401.0,627.6,2.2,65.0,20.9,23.3,27.0,15057.0,388.0,15.8,0.0,1
11.7,8.0,22.7,25.7,469.04,11.0,34.6,263.6,572.2,0.0,53.0,40.1,49.5,71.0,19217.0,391.0,40.0,0.0,2
12.6,11.1,19.3,20.7,263.42,12.3,27.5,313.0,513.6,3.4,54.0,23.4,35.4,31.0,16593.0,415.0,18.2,0.0,0
20.0,18.1,25.3,27.7,441.94,15.3,36.1,393.0,706.1,2.1,59.0,24.4,28.3,41.0,16729.0,386.0,24.0,0.0,1
12.0,8.7,32.3,35.3,418.33,11.8,51.1,268.1,893.1,0.0,56.0,37.5,100.0,160.0,24421.0,388.0,98.6,0.0,2
13.3,11.1,23.0,24.9,386.35,30.6,30.9,348.4,524.3,17.5,60.0,0.0,0.0,0.0,0.0,408.0,0.0,0.0,0
11.5,8.0,31.1,34.4,443.68,11.9,48.4,264.2,837.5,0.0,46.0,52.8,58.2,127.0,23157.0,394.0,80.0,0.0,3
13.6,11.1,27.4,29.6,439.03,29.6,30.0,345.9,607.3,16.9,60.0,0.0,0.0,0.0,0.0,416.0,0.0,0.0,0
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,3
11.4,8.0,29.3,33.5,431.01,10.8,45.4,253.4,750.8,0.0,53.0,45.4,63.8,121.0,23049.0,402.0,77.6,0.0,2
19.5,18.1,31.5,33.8,325.64,16.1,41.9,398.9,823.6,3.1,58.0,20.0,27.2,49.0,18507.0,386.0,28.9,0.0,1
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
13.6,11.2,29.6,31.7,421.47,36.1,36.8,353.5,649.9,23.2,66.0,0.0,0.0,0.0,0.0,407.0,0.0,0.0,3
11.7,7.8,31.7,33.6,0.0,7.6,44.4,282.3,700.7,0.0,52.0,42.5,61.8,124.0,22967.0,391.0,77.0,0.0,2
11.3,7.8,26.8,29.7,443.68,11.1,38.6,261.0,657.3,0.0,52.0,39.6,47.7,80.0,20250.0,401.0,47.4,0.0,2
12.4,8.5,27.8,30.9,494.39,11.3,40.5,261.5,684.5,0.0,52.0,42.8,53.9,91.0,21107.0,404.0,56.0,0.0,2
18.7,17.2,31.6,33.0,158.75,14.9,38.8,385.5,740.7,3.2,57.0,20.0,26.4,44.0,17767.0,372.0,24.6,0.0,1
14.8,17.9,34.5,34.5,0.0,34.3,34.9,416.9,712.8,16.4,70.0,0.0,0.0,0.0,0.0,418.0,0.0,0.0,1
15.5,12.3,27.4,31.1,561.96,14.1,40.9,326.2,802.4,3.7,68.0,47.9,54.0,74.0,21462.0,397.0,44.8,0.0,0
11.4,11.3,32.1,34.2,17.56,12.3,48.1,303.5,934.9,6.0,58.0,23.8,65.9,102.0,24055.0,403.0,64.0,0.0,3
29.1,29.1,29.5,30.2,0.0,33.0,33.4,655.9,636.7,3.4,61.0,0.0,0.0,0.0,0.0,435.0,0.0,0.0,0
12.5,11.2,19.0,20.4,228.3,12.3,33.4,316.8,552.9,6.9,58.0,21.4,100.0,42.0,21112.0,403.0,23.9,0.0,0
14.8,11.3,33.2,37.4,614.65,12.3,47.0,300.8,908.2,5.8,57.0,28.6,65.4,99.0,23796.0,401.0,61.5,0.0,0
14.8,11.3,33.2,37.4,614.65,12.3,47.0,300.8,908.2,5.8,57.0,28.6,65.4,99.0,23796.0,401.0,61.5,0.0,0
13.3,12.3,30.5,33.9,175.61,12.6,46.6,305.0,913.1,5.3,66.0,46.6,67.5,104.0,23972.0,392.0,63.4,0.0,0
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,3
13.1,11.5,21.4,22.7,280.98,13.0,36.4,323.5,600.2,7.6,66.0,20.0,100.0,45.0,22033.0,413.0,26.7,0.0,0
18.9,17.3,33.9,36.7,372.16,15.1,45.4,384.9,907.9,3.4,55.0,20.3,31.2,68.0,20125.0,377.0,39.3,0.0,1
12.4,11.2,27.9,28.2,210.74,22.4,34.0,353.2,607.0,20.2,66.0,0.0,0.0,0.0,0.0,427.0,0.0,0.0,0
10.9,7.8,28.0,30.1,392.98,11.6,41.6,268.4,714.8,0.0,50.0,31.7,50.3,94.0,21017.0,389.0,55.6,0.0,2
12.9,12.6,6.8,7.0,52.68,13.0,13.8,327.5,274.9,4.6,22.0,0.0,0.0,0.0,0.0,433.0,0.0,0.0,3
15.9,10.2,25.6,29.1,722.57,12.4,48.4,278.3,798.9,0.0,50.0,43.2,100.0,159.0,24252.0,396.0,100.2,0.0,2
20.2,18.1,31.7,35.2,488.46,14.4,45.0,378.1,945.6,1.7,55.0,30.9,41.0,90.0,19959.0,384.0,54.5,0.0,1
13.0,10.8,24.3,26.2,386.35,14.1,35.4,333.4,623.6,5.6,67.0,20.0,23.1,26.0,18212.0,412.0,14.7,0.0,0
13.5,13.4,10.1,10.3,17.56,15.9,18.3,324.8,313.1,6.1,22.0,40.0,0.4,1.0,2640.0,427.0,1.0,0.0,0
11.5,8.9,31.8,35.1,329.59,11.0,49.6,255.1,837.1,0.0,53.0,37.3,100.0,159.0,24685.0,394.0,100.1,0.0,2
12.2,8.1,26.9,30.8,519.74,11.1,40.9,261.3,669.7,0.0,52.0,49.3,61.7,100.0,21537.0,399.0,62.3,0.0,2
13.1,12.9,27.1,27.2,35.12,24.3,27.5,364.4,592.0,13.1,67.0,0.0,0.0,0.0,0.0,427.0,0.0,0.0,3
20.8,17.2,30.5,32.7,837.36,12.1,43.9,344.1,838.5,4.4,67.0,20.0,30.6,65.0,20389.0,366.0,36.4,0.0,1
13.0,11.4,31.2,36.1,280.98,11.0,47.3,286.0,895.2,6.6,56.0,32.0,76.4,117.0,24983.0,388.0,71.4,0.0,0
12.1,8.7,30.4,33.8,431.01,12.8,55.8,269.5,1004.2,0.0,50.0,41.9,100.0,160.0,24386.0,380.0,96.7,0.0,2
11.1,8.3,27.5,30.2,354.95,12.1,38.3,270.5,650.0,0.0,50.0,36.3,40.5,69.0,19488.0,394.0,39.4,0.0,2
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
11.7,8.0,31.9,33.8,0.0,7.6,44.9,280.9,706.7,0.0,52.0,37.0,61.9,129.0,23095.0,379.0,78.4,0.0,2
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,3
20.4,18.1,32.4,36.7,534.98,13.5,48.1,364.0,1004.3,2.9,53.0,34.7,50.9,129.0,21528.0,362.0,74.0,0.0,1
21.3,18.2,25.7,27.7,721.06,14.1,35.6,372.7,684.5,2.6,69.0,40.0,27.7,40.0,16441.0,379.0,23.3,0.0,1
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,3
26.3,28.2,25.5,25.8,0.0,33.9,34.6,589.2,566.6,7.0,69.0,0.0,0.0,0.0,0.0,397.0,0.0,0.0,1
11.8,8.1,27.5,31.2,469.04,10.8,42.1,256.1,697.6,0.0,50.0,44.1,59.9,104.0,21958.0,401.0,64.7,0.0,2
19.8,18.4,26.8,29.3,170.96,16.3,39.6,408.1,771.8,3.0,62.0,20.0,27.0,43.0,17774.0,393.0,25.7,0.0,1
19.7,18.0,29.8,31.8,179.92,15.1,36.5,389.2,713.9,2.2,54.0,27.3,31.1,47.0,16588.0,376.0,26.9,0.0,1
11.7,9.1,32.1,35.4,329.59,11.3,50.5,258.8,860.0,0.0,48.0,42.2,100.0,159.0,24479.0,384.0,97.9,0.0,2
10.8,8.0,29.8,33.0,354.95,11.6,43.1,263.6,735.0,0.0,53.0,43.1,51.9,97.0,21513.0,401.0,59.7,0.0,2
19.2,19.2,19.4,20.0,0.0,22.6,22.9,471.4,450.7,1.7,51.0,0.0,0.0,0.0,0.0,390.0,0.0,0.0,1
11.8,8.1,27.5,30.9,469.04,11.0,41.6,258.5,693.2,0.0,52.0,44.4,58.5,102.0,21705.0,396.0,62.6,0.0,2
17.9,18.2,24.1,24.4,0.0,23.9,34.4,311.7,539.0,22.9,72.0,0.0,0.0,0.0,0.0,388.0,0.0,0.0,1
11.5,8.0,26.5,29.7,443.68,11.1,39.1,260.6,663.0,0.0,52.0,44.1,52.4,87.0,20722.0,402.0,53.1,0.0,2
20.7,18.1,30.6,32.2,604.76,15.5,39.1,394.8,744.4,3.3,65.0,20.0,21.5,35.0,17148.0,377.0,20.0,0.0,3
14.2,12.8,28.9,30.5,245.86,16.5,37.9,347.9,677.5,273.1,52.0,30.0,29.3,26.0,22729.0,383.0,15.3,0.0,3
27.6,27.6,31.2,31.9,0.0,37.1,37.5,641.9,679.3,8.0,58.0,0.0,0.0,0.0,0.0,424.0,0.0,0.0,0
10.7,8.0,25.8,28.1,342.27,11.6,36.1,268.2,605.3,0.0,53.0,30.0,37.7,60.0,19050.0,398.0,33.6,0.0,2
20.3,18.0,29.9,32.5,243.42,14.6,40.0,382.4,804.7,1.9,55.0,29.8,37.7,66.0,18572.0,388.0,38.8,0.0,3
20.6,18.1,23.7,26.6,305.29,15.1,36.6,389.2,720.1,2.1,69.0,40.0,34.7,52.0,16800.0,379.0,30.2,0.0,1
19.8,18.2,25.5,28.8,195.38,14.6,34.5,378.1,668.2,3.0,55.0,36.6,46.7,59.0,17186.0,391.0,35.4,0.0,1
21.2,21.0,21.7,22.3,0.0,29.0,29.6,508.5,486.8,6.2,62.0,0.0,0.0,0.0,0.0,426.0,0.0,0.0,1
19.7,18.4,29.5,31.6,137.58,15.1,35.8,390.6,703.5,2.0,54.0,28.2,31.3,46.0,16291.0,376.0,26.5,0.0,1
20.2,18.1,32.6,36.2,488.46,14.6,46.8,381.0,963.5,3.0,53.0,29.5,40.4,97.0,20645.0,367.0,55.4,0.0,1
12.9,10.9,23.9,25.9,351.23,12.6,44.6,306.6,850.5,5.5,57.0,22.6,53.4,77.0,23242.0,401.0,47.1,0.0,0
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,3
12.8,11.5,21.6,22.9,228.3,13.0,36.0,324.2,599.6,7.3,66.0,20.0,42.6,44.0,21564.0,409.0,26.0,0.0,3
12.8,11.1,21.8,23.3,298.54,30.9,31.1,340.4,499.3,18.4,63.0,0.0,0.0,0.0,0.0,407.0,0.0,0.0,0
9.7,7.2,18.3,20.1,316.92,10.6,33.0,261.5,565.2,0.0,61.0,63.5,43.9,63.0,18712.0,396.0,34.7,0.0,2
